5,5,7,9,6,7,7,5,7,6,4,3,5,3,4,4,5,8,4,5,6,4,5,4,4,6,8,4,5,4,6,4,4,7,6,5,4,5,5,5,6,4,1,11,8,3,7,4,1,5,5,6,9,8,8,5,4,6,2,10,1,6,5,4,5,3,4,6,5,4,6,5,3,4,3,6,1,2,8,4,3,6,4,6,8,5,3,5,5,4,4,6,6,6,7,1,2,4,6,8,4,7,6,8,4,2,6,6,3,5,7,2,5,5,4,5,8,7,4,5,5,6,7,4,4,7,5,4,10,5,5,4,5,4,4,3,4,5,5,5,7,4,5,4,3,7,6,5,8,3,5,7,2,6,6,5,5,7,7,7,6,10,6,5,4,4,3,8,3,4,12,7,5,4,4,7,3,4,2,3,6,7,5,7,7,5,3,6,4,,,98,77,99,95,86,71,87,97,79,70,90,75,85,74,79,85,95,83,70,66,100,59,89,63,78,71,77,78,74,76,98,81,70,78,80,77,61,61,71,73,83,105,82
6,6,3,5,9,7,8,1,6,5,7,5,8,9,5,5,8,7,7,3,5,6,5,9,4,0,3,3,5,3,4,5,9,4,5,6,4,5,1,7,7,2,2,10,4,6,6,4,5,2,6,9,6,4,6,1,8,6,6,3,7,7,3,3,4,6,8,5,5,5,6,4,7,4,6,5,4,6,5,8,4,3,4,5,5,6,5,8,5,5,6,6,5,6,6,2,8,6,2,6,6,4,2,6,3,5,7,4,8,4,2,4,1,3,5,4,5,5,6,9,1,9,1,3,3,7,3,8,8,8,2,6,9,5,3,4,6,4,4,4,3,3,3,7,6,4,4,6,2,5,3,4,2,4,3,6,6,3,5,8,7,0,4,0,5,1,3,7,3,3,1,7,5,7,4,3,5,2,6,4,4,3,4,3,7,7,9,4,8,,,75,96,72,80,87,96,80,73,61,72,72,85,71,78,84,77,74,84,87,92,81,75,72,71,94,92,82,102,96,67,86,98,91,75,84,83,89,77,80,80,96,86,78
7,4,3,6,4,9,8,2,4,2,8,7,4,8,5,7,5,3,3,6,9,4,7,6,7,4,7,3,10,4,6,10,7,6,6,3,6,2,7,4,6,5,4,6,4,6,7,6,5,6,5,5,5,7,-1,4,5,6,6,7,9,4,2,7,3,7,6,3,3,9,5,3,4,2,7,4,3,4,5,6,3,3,6,6,6,5,6,5,4,6,2,8,3,3,2,6,6,6,4,6,3,9,3,1,5,5,5,7,4,4,6,8,5,4,4,2,3,5,5,5,10,-1,5,3,5,3,4,3,5,6,7,11,4,5,8,6,6,4,2,5,7,3,8,4,3,5,3,1,4,2,3,1,5,3,5,6,8,4,6,3,6,5,5,4,3,4,4,6,6,7,7,5,7,3,4,5,3,3,6,4,6,3,9,5,7,4,2,5,7,,,81,90,75,82,80,87,70,73,85,101,80,79,84,85,77,65,78,84,86,76,74,78,77,88,79,88,70,82,72,79,90,92,80,71,82,59,76,89,75,75,68,85,64
8,7,5,1,4,4,3,4,3,4,3,2,3,5,4,4,5,1,2,7,4,7,5,6,5,8,4,4,4,6,5,3,3,2,5,6,5,5,8,7,5,8,2,4,4,4,4,3,4,3,4,4,2,9,4,6,5,4,2,4,7,5,6,3,6,5,5,3,7,2,5,6,6,3,7,6,5,6,8,8,5,13,3,7,5,4,4,2,6,5,9,5,4,6,7,5,7,8,6,3,6,3,7,4,7,4,4,7,4,6,4,3,2,5,7,3,6,4,5,5,6,7,4,3,7,4,11,10,6,4,9,7,6,1,7,3,7,2,2,11,3,6,6,5,7,4,5,4,4,5,7,6,1,7,7,6,7,4,5,8,4,8,10,8,2,5,6,7,4,5,8,5,9,3,5,7,4,1,5,9,6,4,4,4,5,6,6,5,4,,,77,93,82,78,97,79,95,90,77,89,72,71,86,90,65,84,62,91,70,82,86,78,73,99,78,83,86,67,73,66,82,83,80,78,83,78,93,86,77,96,69,71,77
9,2,7,3,4,4,4,4,6,6,6,3,7,4,2,4,5,8,2,3,7,5,7,7,6,7,7,7,4,6,4,8,5,3,2,1,2,6,5,4,5,4,3,2,5,3,4,6,5,3,6,5,4,6,5,2,5,8,6,7,4,5,2,2,5,9,5,9,7,7,7,5,4,3,6,4,5,3,7,9,7,2,2,6,4,4,6,7,4,6,4,3,6,6,6,2,2,7,3,7,7,5,6,1,3,6,7,7,8,4,1,5,2,5,5,4,7,4,0,6,5,4,3,6,5,10,4,3,8,4,4,6,7,5,2,0,3,3,5,7,5,5,3,4,6,4,7,2,5,3,7,6,4,8,3,4,2,5,3,8,3,6,7,5,6,3,2,3,5,6,5,3,8,2,8,2,5,5,6,5,0,6,5,5,5,7,6,3,7,,,67,77,85,81,93,72,78,86,69,64,70,88,70,78,87,96,74,77,82,77,81,75,72,75,74,89,88,69,88,70,100,92,60,79,67,63,64,67,90,86,78,76,90
10,4,3,2,1,5,3,5,4,8,3,5,6,3,1,3,5,5,7,9,6,3,2,7,4,6,3,13,5,3,4,4,3,5,5,4,7,6,6,2,5,5,4,6,4,5,2,6,2,3,5,6,5,2,4,8,6,7,4,6,10,4,4,3,4,6,3,7,4,6,5,6,5,3,4,2,1,3,6,8,2,5,4,2,7,6,7,4,4,6,5,4,3,5,5,3,4,6,5,3,7,2,7,9,5,5,3,3,1,5,6,6,7,6,5,6,3,5,7,6,3,5,4,6,4,5,5,3,5,6,7,4,7,7,9,3,3,4,3,4,6,4,6,4,5,3,5,6,1,4,7,5,6,6,4,5,4,5,3,10,6,6,3,5,1,1,4,6,6,2,5,5,4,6,5,10,6,2,4,5,8,7,6,6,3,7,8,6,3,,,78,90,87,85,71,63,86,87,70,77,70,99,87,83,70,94,95,68,81,78,83,75,86,104,102,74,78,65,73,64,62,91,93,67,74,62,82,93,92,81,84,76,80
11,3,5,7,5,5,6,4,5,3,4,6,6,4,4,4,4,6,8,5,3,10,5,4,6,5,4,5,6,2,3,5,4,5,0,4,6,5,3,4,4,5,5,6,4,6,4,4,3,4,0,3,0,2,4,5,7,7,6,8,5,5,8,6,4,7,0,2,7,6,4,4,5,4,5,8,8,3,7,9,8,4,4,2,2,6,4,8,4,9,6,7,3,4,9,6,5,4,5,2,5,5,3,5,8,8,6,4,5,4,5,4,6,7,4,4,7,7,3,2,4,4,2,8,7,7,3,9,4,6,7,8,8,6,6,5,7,1,4,4,6,3,4,10,7,5,3,4,3,6,3,3,7,3,3,6,3,6,8,2,5,6,10,7,5,3,8,7,5,6,5,8,5,7,8,7,6,2,7,4,5,1,5,3,4,5,6,3,4,,,78,77,79,86,79,87,108,78,86,81,99,73,95,83,83,95,74,70,73,97,74,81,74,81,75,67,81,81,80,84,84,69,60,82,85,63,89,73,77,87,80,91,80
12,3,7,5,7,7,5,6,6,6,7,3,2,4,5,4,5,3,5,6,4,5,4,5,6,4,5,3,7,8,2,7,4,6,7,4,5,4,4,7,5,4,7,2,5,6,4,3,5,6,3,7,7,2,5,5,8,8,4,5,6,6,3,6,9,5,8,7,3,2,6,1,2,4,3,7,3,3,7,2,4,5,3,8,5,7,4,1,9,7,7,5,6,3,3,2,7,2,5,2,4,6,5,7,4,4,5,6,4,6,2,10,9,5,5,4,4,3,6,3,2,5,3,5,2,4,4,5,7,3,7,6,3,4,2,7,6,6,4,6,5,2,3,8,5,9,2,4,1,7,3,5,2,7,1,8,7,6,0,6,3,8,5,3,8,7,2,6,0,7,7,2,5,1,10,2,8,7,4,4,4,7,4,6,5,2,4,7,6,,,77,81,66,84,83,80,90,80,91,80,77,82,91,92,75,86,86,82,70,81,72,70,97,75,79,70,68,74,78,74,89,75,85,96,69,72,73,97,77,79,68,85,71
13,7,5,6,3,3,8,3,6,6,4,6,5,2,7,2,4,7,6,4,7,6,2,6,4,9,3,5,1,2,1,6,5,6,9,7,6,5,6,4,6,5,6,5,3,5,3,8,9,5,7,7,6,5,9,8,5,4,5,6,2,5,4,4,8,4,8,1,2,4,4,3,5,6,5,3,2,6,7,4,0,7,7,5,9,2,6,6,8,5,2,5,3,6,6,4,4,2,7,4,8,2,1,8,5,8,6,6,5,3,6,7,6,7,3,2,7,3,8,3,7,5,8,7,4,5,6,4,10,7,2,1,6,6,2,5,5,4,7,4,8,6,6,5,5,4,3,4,6,4,0,5,7,5,5,11,3,7,5,6,4,2,5,5,6,5,5,3,9,5,6,6,1,5,7,6,7,5,3,4,4,5,6,3,3,5,6,4,2,,,74,87,69,93,95,78,82,77,95,95,82,70,73,86,77,94,66,101,100,95,88,82,96,75,57,68,71,87,69,82,85,88,83,87,64,93,81,83,87,87,97,72,82
14,3,7,8,3,3,3,7,5,6,3,6,5,3,6,3,4,7,6,5,7,6,1,4,10,4,5,4,2,7,3,2,6,5,4,7,4,6,6,8,4,7,3,3,3,7,5,6,6,4,6,5,6,3,8,8,5,3,7,4,5,4,1,8,2,4,5,2,6,4,3,4,3,4,7,6,7,8,3,2,9,7,2,4,5,7,9,4,3,4,3,6,6,4,6,2,7,3,4,9,4,4,4,6,7,6,7,6,5,7,4,2,11,5,5,5,5,5,7,7,4,5,3,4,7,4,1,6,7,5,4,4,7,5,1,4,4,7,2,3,0,4,9,5,6,8,1,5,1,5,5,6,7,3,4,4,5,7,4,5,6,5,4,3,8,6,1,7,5,3,2,8,4,3,6,6,5,5,4,4,4,6,5,3,5,6,2,4,6,,,85,87,82,75,76,64,70,71,78,86,75,86,71,82,79,74,87,70,81,95,76,96,88,90,85,91,96,75,93,95,72,71,75,80,74,81,72,83,88,79,68,81,86
15,3,5,5,4,4,6,10,6,7,5,6,5,5,2,9,5,11,5,4,6,5,6,8,7,5,9,2,4,6,4,1,4,6,7,5,5,8,3,8,3,2,7,3,3,6,7,0,1,2,7,3,8,4,4,7,1,6,9,6,10,4,5,5,4,4,8,3,3,4,5,2,9,4,5,3,7,5,5,4,5,4,5,4,6,8,4,5,3,4,5,3,5,4,2,4,2,3,3,5,5,5,6,6,6,3,5,3,5,3,4,6,3,3,5,4,5,6,4,6,0,4,6,6,9,2,4,6,2,6,4,5,5,5,7,4,5,6,8,6,3,7,3,3,4,4,5,4,8,7,6,7,8,3,3,5,7,6,4,4,3,7,5,6,7,4,0,4,5,6,4,3,3,3,4,4,4,3,4,8,4,5,0,6,4,4,8,5,6,,,92,82,88,102,90,81,102,84,93,69,90,77,82,71,87,74,93,80,97,76,79,79,90,82,80,74,90,64,80,80,84,80,71,87,81,81,84,82,97,58,69,78,78
16,3,4,4,8,7,2,5,5,7,5,3,3,4,5,8,8,4,7,5,6,1,8,2,6,7,4,6,7,3,5,1,4,5,5,3,8,3,5,3,6,4,5,7,1,4,6,4,1,3,5,9,6,5,4,6,4,7,4,4,2,8,6,7,6,4,7,4,6,6,8,7,5,2,8,0,1,4,4,6,3,8,4,4,2,4,5,5,5,6,4,5,5,0,4,5,6,4,5,2,5,7,7,3,4,6,4,5,4,5,3,6,6,2,1,5,6,6,7,8,5,7,1,6,4,5,1,4,8,6,6,4,5,4,4,5,5,6,6,1,9,5,4,4,4,2,4,5,8,5,4,4,3,6,5,3,4,6,2,7,5,8,6,4,6,7,3,6,5,4,4,4,7,6,6,4,5,5,2,5,1,8,2,5,6,5,5,7,7,,,91,70,81,76,78,81,92,87,86,78,83,75,93,88,63,65,74,83,67,72,71,83,97,61,90,83,84,78,75,74,90,68,77,92,69,82,91,81,78,87,83,75,69
17,8,5,4,4,3,10,4,8,1,8,4,9,3,2,5,4,7,5,9,7,5,3,7,4,8,2,6,2,6,2,7,2,4,5,7,6,5,7,7,6,5,1,4,4,6,10,4,7,5,3,4,8,5,5,-1,4,4,8,1,2,5,4,6,8,3,6,7,5,5,2,6,6,7,5,4,3,7,5,6,7,3,7,5,3,8,5,4,6,6,3,7,7,2,5,5,7,4,7,8,3,5,4,2,1,7,8,7,5,5,8,3,4,6,5,7,2,5,5,3,2,3,6,3,4,4,8,4,8,5,5,7,4,8,3,5,3,4,5,6,6,3,7,6,6,7,1,6,2,6,7,4,10,6,5,6,2,3,4,7,7,4,3,9,4,6,5,5,8,7,9,6,5,5,4,4,6,7,7,5,7,5,1,4,6,1,4,1,7,,,87,81,92,92,72,98,82,71,83,76,77,93,65,80,71,78,77,66,77,81,80,68,90,85,103,79,92,75,82,89,99,71,84,89,77,81,71,76,82,78,70,90,72
18,5,6,4,3,9,3,6,6,3,1,7,7,5,5,4,1,5,7,6,4,5,2,3,4,6,4,4,3,4,3,5,7,5,4,3,7,6,7,2,6,5,6,6,3,6,0,8,5,4,3,8,7,5,4,3,6,7,4,3,3,4,5,0,5,1,5,7,5,7,3,6,4,1,6,6,4,6,7,6,5,5,6,7,5,6,1,7,3,6,3,5,5,4,8,4,6,7,3,6,4,7,2,3,3,5,4,10,5,7,5,6,1,2,3,3,2,1,8,6,3,5,6,5,4,6,5,2,-1,8,4,8,5,4,6,6,6,5,8,7,6,5,9,3,5,4,5,6,8,5,5,4,6,6,5,4,7,4,9,4,7,4,8,3,3,8,9,4,5,9,5,6,2,2,4,4,10,4,4,9,8,6,7,7,6,6,7,4,6,,,84,94,92,63,74,56,60,73,68,80,73,95,88,77,82,58,76,71,70,73,90,80,73,78,78,68,66,94,91,81,78,85,75,67,89,86,87,79,76,93,82,71,80
19,4,5,7,5,6,8,3,4,3,4,6,6,5,7,3,4,3,8,7,4,5,8,3,10,4,2,6,2,3,8,9,8,7,8,8,7,1,6,7,8,5,5,3,10,6,4,7,6,3,6,4,7,4,7,7,3,3,6,4,4,2,5,3,5,9,1,4,4,7,4,7,5,6,6,4,3,1,2,1,3,8,3,4,5,4,5,3,3,4,5,5,7,5,3,4,5,3,5,1,7,4,6,5,10,6,6,6,9,4,5,10,3,9,4,1,6,7,5,4,3,0,6,6,7,5,4,9,5,7,3,5,2,6,6,5,6,1,7,7,2,4,5,5,5,2,5,7,2,6,6,6,5,8,10,6,4,7,7,5,6,9,4,5,8,5,6,7,3,9,6,5,6,7,8,4,1,8,6,5,8,6,3,4,6,5,5,1,3,,,87,83,83,80,64,83,74,90,83,85,86,88,77,81,61,73,81,95,75,76,78,65,74,78,77,105,81,87,79,67,86,86,67,68,97,82,92,81,94,50,81,79,79
20,8,8,4,8,6,6,3,4,6,1,9,6,7,4,5,6,5,4,8,3,9,2,8,7,7,3,4,2,6,3,5,5,3,6,5,4,7,5,5,5,5,8,9,3,5,4,6,7,7,7,3,3,7,7,3,3,5,6,4,1,4,4,7,6,2,5,4,4,9,4,6,4,0,7,5,3,7,4,5,8,6,4,4,5,5,9,7,4,8,5,5,6,5,9,8,2,5,2,3,6,4,6,4,5,3,1,4,7,4,5,4,4,3,8,5,6,7,5,6,8,3,5,4,6,3,2,6,5,5,8,6,6,9,6,7,5,0,5,2,5,5,2,4,6,8,4,4,4,3,8,8,8,6,3,4,6,2,2,6,6,6,5,9,4,9,5,6,7,6,7,4,2,6,4,3,9,8,6,8,6,5,4,7,6,7,2,8,4,,,100,69,78,101,83,77,72,82,69,82,92,80,89,92,94,72,82,100,79,71,79,80,86,87,74,72,90,79,69,71,83,68,84,86,84,75,82,93,83,67,96,91,73
21,5,6,4,6,4,7,4,3,5,3,3,7,5,6,5,10,4,6,4,4,2,6,6,2,5,4,4,6,6,2,3,2,6,6,6,6,8,3,6,4,6,3,6,6,6,5,2,10,4,4,5,4,4,5,3,5,7,2,4,6,6,4,3,2,5,3,3,1,6,1,0,3,7,5,4,3,5,4,2,7,7,5,4,4,3,4,5,5,4,7,6,6,1,6,4,2,6,4,5,7,3,6,4,5,5,6,6,7,5,2,3,5,3,2,7,2,2,1,5,4,2,4,3,4,4,5,2,5,5,4,3,7,5,10,5,2,1,5,8,7,7,2,5,5,10,2,7,7,7,3,4,7,5,-1,2,6,5,7,3,2,6,4,4,2,3,1,6,7,6,7,5,6,6,3,8,3,7,6,7,9,6,8,3,3,3,5,2,9,,,85,67,79,83,80,89,98,74,95,76,77,88,56,88,90,95,94,80,71,82,91,79,91,85,86,84,69,81,85,77,81,74,80,96,75,101,81,94,69,94,89,78,77
22,5,4,5,8,5,5,7,7,8,6,8,5,2,3,3,9,5,6,1,7,4,6,4,5,3,7,9,9,5,5,1,5,2,7,5,8,3,5,4,7,5,6,7,7,1,5,5,1,1,5,5,4,3,5,2,6,4,3,4,3,3,5,4,5,2,4,5,8,5,5,4,9,6,3,6,7,7,2,7,4,3,5,7,5,4,4,3,7,5,5,2,5,6,3,5,5,4,6,6,3,5,7,5,4,3,7,6,6,5,7,3,2,1,7,6,2,1,6,7,3,7,7,5,6,9,9,4,8,4,6,5,4,6,3,9,4,6,0,3,6,7,5,3,5,7,8,7,7,3,6,5,8,7,5,8,9,4,2,4,3,6,7,5,4,9,5,6,2,5,3,8,8,3,3,0,4,6,3,2,6,5,3,4,3,4,4,5,5,,,83,83,72,79,81,93,75,93,88,94,73,77,73,86,81,96,101,69,75,71,82,98,87,83,71,78,91,96,100,78,89,88,89,74,78,74,66,70,73,65,68,77,81
23,4,7,3,3,4,4,4,7,6,1,5,3,2,4,4,6,6,6,7,5,4,5,4,3,6,3,5,4,5,5,1,3,5,7,5,4,7,5,4,8,2,3,7,7,4,3,6,6,-1,10,4,3,5,5,7,4,2,6,8,4,4,6,6,3,7,3,5,6,6,7,4,4,5,7,2,8,5,6,3,9,2,6,5,4,3,6,3,5,5,2,7,6,4,8,7,4,4,-1,3,8,6,6,9,4,5,6,4,9,8,5,5,7,4,4,4,6,9,4,6,6,5,6,4,7,6,5,3,2,2,5,6,7,5,3,4,6,8,5,5,6,5,3,4,4,5,7,4,3,6,6,3,5,3,5,6,4,2,1,4,6,5,4,6,8,2,7,4,7,7,9,7,4,4,2,4,4,1,4,4,4,6,8,4,7,4,4,5,3,,,70,98,78,61,81,76,89,71,77,76,50,89,71,64,92,90,89,83,95,77,80,80,86,82,93,81,90,60,78,78,77,90,84,97,93,75,75,95,95,71,90,75,93
24,7,7,5,5,2,3,4,2,5,5,4,6,4,5,6,4,2,7,4,4,2,2,2,7,4,4,4,8,5,5,7,5,9,7,7,8,7,4,8,6,7,4,9,4,6,4,4,2,6,2,7,3,5,7,2,4,5,5,5,6,5,7,7,3,5,6,5,3,5,5,3,3,2,3,6,8,2,4,3,5,8,1,6,8,7,4,4,6,5,4,6,5,6,7,6,2,5,6,7,5,6,3,4,5,7,2,4,3,9,6,5,4,4,7,5,4,8,7,4,5,4,4,7,3,3,5,5,5,6,11,3,7,4,3,5,9,6,8,4,12,5,5,6,9,6,4,2,5,4,3,6,3,6,4,4,5,9,6,3,5,4,3,8,5,5,4,5,1,6,7,5,5,5,8,4,3,4,5,7,7,4,8,2,4,3,4,6,7,,,89,73,55,62,74,80,57,75,97,95,72,87,96,73,70,85,87,93,83,81,69,76,74,93,94,89,73,97,73,86,76,67,83,60,67,64,88,96,82,89,74,102,95
25,5,1,1,5,4,6,2,6,3,7,9,4,6,8,7,8,2,7,5,4,7,1,4,6,5,5,6,0,4,8,2,4,7,4,6,3,5,10,2,4,1,5,6,3,5,5,4,2,4,2,5,9,1,5,4,6,4,5,5,4,1,5,3,6,4,7,5,3,4,6,5,3,5,4,4,5,4,4,7,3,8,2,1,1,6,4,6,3,5,6,8,2,5,6,3,6,4,4,5,4,5,7,7,3,7,2,5,6,4,5,7,4,6,3,9,7,2,4,6,5,6,10,6,3,5,8,3,5,7,7,6,9,3,4,5,7,4,7,9,4,5,4,3,6,4,6,3,4,3,2,8,7,6,0,1,6,2,3,4,5,1,4,2,4,4,10,6,4,6,5,5,7,5,5,3,5,1,7,4,2,2,6,2,4,3,5,3,7,,,97,74,93,78,73,82,78,94,75,72,79,81,89,69,70,50,76,75,84,79,73,76,87,55,73,86,83,63,69,53,86,85,92,91,70,86,69,76,91,92,70,98,81
26,6,3,5,6,3,5,7,4,6,6,7,1,4,8,4,3,-2,6,4,3,6,3,5,8,2,3,5,4,4,10,6,2,7,7,3,5,5,4,3,5,7,6,4,8,4,3,3,4,6,6,3,5,3,4,3,6,3,4,9,5,1,7,6,5,7,7,4,5,4,5,2,3,4,4,6,5,7,6,7,5,6,5,6,6,5,7,6,3,5,7,7,4,6,7,8,5,7,5,2,6,7,6,3,7,5,4,4,4,6,4,6,9,4,4,6,6,5,5,6,5,4,9,10,4,5,1,4,4,3,6,6,4,5,4,7,7,8,4,5,6,3,8,4,6,4,3,5,2,5,2,5,7,2,6,7,3,5,7,5,10,5,5,4,2,3,2,3,7,2,5,7,4,2,4,4,2,6,5,6,6,4,6,8,8,7,5,5,8,,,79,94,70,82,67,84,89,70,88,65,80,103,75,89,85,61,76,72,66,86,71,67,92,54,82,49,85,88,73,54,88,78,83,57,68,84,89,85,80,86,83,68,90
27,4,7,4,4,5,3,6,3,7,2,3,7,4,4,2,4,6,3,6,5,2,8,4,4,8,4,1,3,5,5,8,8,4,10,8,5,3,7,1,6,6,9,6,7,4,7,5,6,5,5,7,6,5,5,8,4,5,6,7,3,4,3,4,5,6,7,9,6,5,4,4,2,5,8,7,6,4,6,5,5,6,0,0,7,7,3,5,5,5,7,5,3,7,7,5,5,1,2,6,3,5,3,4,4,4,5,8,5,7,4,6,5,4,4,6,4,7,5,7,6,3,2,4,3,9,6,3,7,8,7,4,4,5,4,7,5,5,9,4,6,-2,5,5,5,3,4,7,8,3,1,6,5,6,5,2,6,5,8,4,2,5,4,3,7,6,5,3,6,6,2,5,5,6,8,2,6,5,5,7,8,3,6,8,8,2,8,5,4,,,108,76,87,87,57,105,73,91,96,102,61,84,90,71,69,67,80,79,87,68,88,86,91,78,74,68,63,74,81,90,63,71,95,81,102,96,78,79,84,87,89,83,89
